Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cost for movers,76,76,110,,3.33,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.54,81400000,"[0,6,3,3,1,6,100,6,6,81,3,3]",2026-02-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
piano moving price,18,18,70,4,1.82,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.18,55200000,"[5,41,23,29,11,5,0,52,64,52,82,100]",2026-02-16,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
small removal boxes,60,60,70,27,0.87,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.87,109000000,"[18,18,18,18,63,63,100,63,81,63,81,81]",2026-01-18,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
moving house service,14,14,70,51,5.86,https://www.firstratemovers.com/,0,0,0.00,0.74,1390000000,"[28,28,50,78,78,100,100,50,28,35,28,21]",2026-02-10,"Local pack, Video, People also ask, Related searches",commercial,Organic
moving house service,68,68,70,51,5.86,https://www.firstratemovers.com/,0,0,0.00,0.74,1390000000,"[28,28,50,78,78,100,100,50,28,35,28,21]",2026-02-10,"Local pack, Video, People also ask, Related searches",commercial,Organic
buy moving boxes,55,55,720,40,1.07,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,177000000,"[36,36,36,45,45,36,45,67,76,76,55,67]",2026-02-14,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic
avenue moving and storage,3,3,210,22,1.43,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.05,24800000,"[80,80,42,53,42,65,100,100,100,100,100,100]",2026-03-05,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,People also ask
avenue moving and storage,3,3,210,22,1.43,https://www.firstratemovers.com/,0,0,0.00,0.05,24800000,"[80,80,42,53,42,65,100,100,100,100,100,100]",2026-03-05,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,People also ask
box moving,45,45,390,42,3.89,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.88,1450000000,"[44,54,44,54,44,54,44,44,44,66,54,54]",2026-02-19,"Local pack, Video, Image, Popular products, Related searches",commercial,Organic
box moving,57,57,390,42,3.89,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.88,1450000000,"[44,54,44,54,44,54,44,44,44,66,54,54]",2026-02-19,"Local pack, Video, Image, Popular products, Related searches",commercial,Organic
movers with truck,15,15,70,29,2.83,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.51,25900000,"[52,100,23,41,23,17,5,17,29,82,29,41]",2026-02-03,"Local pack, Image pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
movers with truck,62,62,70,29,2.83,https://www.firstratemovers.com/consolidated-moving-services/,0,0,0.00,0.51,25900000,"[52,100,23,41,23,17,5,17,29,82,29,41]",2026-02-03,"Local pack, Image pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
movers with truck,70,70,70,29,2.83,https://www.firstratemovers.com/moving-trucks/,0,0,0.00,0.51,25900000,"[52,100,23,41,23,17,5,17,29,82,29,41]",2026-02-03,"Local pack, Image pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
how much is a moving company cost,12,12,210,14,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.83,744000000,"[81,100,18,43,100,66,18,29,29,29,22,14]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
packing movers,41,41,90,23,1.63,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.98,13900000,"[52,52,33,42,66,42,52,33,33,23,23,23]",2026-01-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
best place to buy boxes for moving house,26,26,320,32,0.00,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.33,165000000,"[54,54,44,54,54,54,54,66,54,66,66,54]",2026-02-04,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
moving company in oshawa,5,5,90,28,8.27,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.6,913000,"[0,0,2,6,6,8,6,43,43,35,43,35]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
cheap long distance movers,38,38,480,32,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,18300000,"[16,16,20,31,25,20,16,31,31,37,25,31]",2026-01-23,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
movers orleans,95,95,140,15,4.55,https://www.firstratemovers.com/,0,0,0.00,0.75,3630000,"[14,18,14,18,22,22,43,43,43,43,29,35]",2026-01-19,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
movers oakville,1,1,390,49,10.41,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.87,646000,"[19,15,19,23,29,54,36,67,54,67,67,67]",2026-02-17,"Local pack, Image, People also ask, Related searches",commercial,People also ask
top long distance movers,56,56,210,,9.18,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.04,22300000,"[28,43,66,43,35,43,53,53,43,100,82,66]",2026-03-03,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
ottawa moving,28,28,110,37,7.83,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.41,0,"[5,5,5,8,5,5,16,16,10,8,10,8]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
ottawa moving,49,49,110,37,7.83,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.41,0,"[5,5,5,8,5,5,16,16,10,8,10,8]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
ottawa moving,52,52,110,37,7.83,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.41,0,"[5,5,5,8,5,5,16,16,10,8,10,8]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
ottawa moving,87,87,110,37,7.83,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.41,0,"[5,5,5,8,5,5,16,16,10,8,10,8]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
cheapest moving companies,12,12,90,24,4.58,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.93,356000000,"[11,26,26,19,26,26,26,53,42,53,53,65]",2026-02-27,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
cheapest moving companies,96,96,90,24,4.58,https://www.firstratemovers.com/,0,0,0.00,0.93,356000000,"[11,26,26,19,26,26,26,53,42,53,53,65]",2026-02-27,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa residential moving,56,56,210,44,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.33,7680000,"[42,19,80,80,100,100,80,100,53,42,65,80]",2026-02-07,"Local pack, People also ask, Related searches",commercial,Organic
ottawa residential moving,98,98,210,44,0.00,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.33,7680000,"[42,19,80,80,100,100,80,100,53,42,65,80]",2026-02-07,"Local pack, People also ask, Related searches",commercial,Organic
moving boxes packages,83,83,320,13,1.41,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.63,56200000,"[43,66,54,66,66,66,66,66,66,100,81,29]",2026-02-13,"Sitelinks, Video, Image, Ads bottom, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
michael moving,6,6,50,25,3.33,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.52,865000000,"[18,63,18,18,18,18,18,100,100,36,63,27]",2026-02-16,"Knowledge panel, Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,People also ask
moving company estimate,10,10,70,7,6.11,https://www.firstratemovers.com/ottawa-moving-estimates/,0,0,0.00,0.7,0,"[52,41,52,41,100,41,41,41,52,29,23,29]",2026-03-09,"Video, Related searches, AI overview",commercial,Organic
storage units ottawa,30,30,1300,39,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,12500000,"[41,54,41,79,36,79,54,36,66,66,66,66]",2026-01-26,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
how much moving company cost,16,16,140,10,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.83,1210000000,"[100,28,2,5,43,17,7,43,43,53,28,23]",2026-02-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
long distance movers ontario,20,20,480,28,9.52,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.74,1150000,"[44,44,36,54,44,54,44,66,66,81,100,81]",2026-01-27,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
long distance movers ontario,24,24,480,28,9.52,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.74,1150000,"[44,44,36,54,44,54,44,66,66,81,100,81]",2026-01-27,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
short term storage,17,17,140,43,5.69,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.2,565000000,"[33,33,42,66,66,52,100,100,80,100,80,100]",2026-01-26,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
short term storage,23,23,140,43,5.69,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.2,565000000,"[33,33,42,66,66,52,100,100,80,100,80,100]",2026-01-26,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
gatineau movers,74,74,170,32,4.12,https://www.firstratemovers.com/,0,0,0.00,0.47,278000,"[4,4,0,1,1,1,12,23,29,100,44,29]",2026-02-26,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
moving a,26,26,70,,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.03,1640000000,"[0,0,0,0,0,0,16,20,0,1,2,0]",2026-02-06,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
medium moving boxes,36,36,90,33,0.58,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.87,78900000,"[12,15,15,15,21,28,28,28,15,43,43,28]",2026-02-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
self storage moving,74,74,50,38,5.79,https://www.firstratemovers.com/our-storage/,0,0,0.00,0.61,215000000,"[18,18,100,100,100,100,18,18,18,18,18,18]",2026-01-25,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
moving boxes for cheap,37,37,320,39,0.93,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,97500000,"[43,66,66,81,66,66,66,66,66,100,66,43]",2026-01-11,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
best price moving boxes,25,25,320,32,1.42,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.94,161000000,"[20,20,16,20,20,20,20,20,20,20,20,13]",2026-01-14,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
movers belleville,2,2,50,25,3.01,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.61,463000,"[0,0,0,0,28,21,21,100,100,100,50,50]",2026-02-16,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
ottawa residential movers,83,83,170,,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.21,324000,"[42,19,80,65,100,100,80,100,42,42,80,100]",2026-02-11,"Local pack, Image, People also ask, Related searches",commercial,Organic
moving long distance movers,31,31,70,25,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,11000000,"[10,0,0,0,12,7,2,17,7,5,100,66]",2026-02-21,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
moving long distance movers,44,44,70,25,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,11000000,"[10,0,0,0,12,7,2,17,7,5,100,66]",2026-02-21,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
1 800 got junk ottawa,1,1,70,27,3.93,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.34,1060000,"[0,0,41,52,41,41,52,82,52,41,29,64]",2026-01-26,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
where to sell used furniture,22,22,110,21,1.05,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.55,316000000,"[9,19,15,15,15,19,12,15,19,15,15,15]",2026-03-01,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mover company,46,46,390,62,6.74,https://www.firstratemovers.com/,0,0,0.00,0.33,1870000000,"[2,14,7,9,72,59,9,32,39,39,48,100]",2026-02-28,"Local pack, People also ask, Related searches",commercial,Organic
ottawa mover,11,11,110,43,6.95,https://www.firstratemovers.com/,0,0,0.00,0.86,743000,"[16,13,1,1,1,1,1,16,20,13,8,8]",2026-02-02,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
ottawa mover,53,53,110,43,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.86,743000,"[16,13,1,1,1,1,1,16,20,13,8,8]",2026-02-02,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
ottawa mover,98,98,110,43,6.95,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.86,743000,"[16,13,1,1,1,1,1,16,20,13,8,8]",2026-02-02,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
prof movers,70,70,210,44,7.16,https://www.firstratemovers.com/,0,0,0.00,0.21,0,"[0,0,0,0,0,100,100,0,0,0,0,0]",2026-03-02,"Local pack, Video, Related searches",commercial,Organic
housing movers,29,29,70,26,3.41,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.41,22600000,"[44,66,0,0,0,0,0,0,0,0,0,4]",2026-02-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
housing movers,88,88,70,26,3.41,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.41,22600000,"[44,66,0,0,0,0,0,0,0,0,0,4]",2026-02-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
box moving companies,67,67,390,32,4.84,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.93,0,"[24,24,24,24,24,24,30,30,45,30,30,36]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
moving nepean,7,7,70,10,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0,620000,"[4,4,4,0,0,0,0,80,80,66,100,100]",2026-02-17,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
moving companies local move,17,17,480,42,5.78,https://www.firstratemovers.com/kanata/,0,0,0.00,0.21,0,"[24,5,5,54,16,41,41,13,8,7,4,7]",2026-03-10,"Local pack, Video, Related searches",commercial,Organic
long haul moving,39,39,390,23,7.59,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.45,115000000,"[35,66,54,66,66,66,66,100,81,100,100,100]",2026-02-11,"Video, People also ask, Related searches",informational,Organic
long haul moving,52,52,390,23,7.59,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.45,115000000,"[35,66,54,66,66,66,66,100,81,100,100,100]",2026-02-11,"Video, People also ask, Related searches",informational,Organic
short term furniture storage,21,21,110,41,5.69,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.2,61600000,"[41,41,52,52,64,82,52,52,41,100,82,100]",2026-03-03,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
short term furniture storage,85,85,110,41,5.69,https://www.firstratemovers.com/our-storage/,0,0,0.00,0.2,61600000,"[41,41,52,52,64,82,52,52,41,100,82,100]",2026-03-03,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
professional packers,16,16,140,10,4.83,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.66,211,"[14,9,9,52,80,52,100,100,100,100,100,100]",2026-03-09,"Local pack, Video, Related searches, See results about, AI overview",informational,Organic
who buys used furniture near me,47,47,140,32,0.75,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.6,144000000,"[4,5,4,4,5,7,7,7,7,5,5,2]",2026-02-06,"Local pack, Sitelinks, People also ask, Related searches",transactional,Organic
moving and storage companies,36,36,210,35,6.60,https://www.firstratemovers.com/,0,0,0.00,0.77,186000000,"[10,12,19,29,5,23,100,23,23,29,12,15]",2026-02-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
moving and storage companies,55,55,210,35,6.60,https://www.firstratemovers.com/,0,0,0.00,0.77,186000000,"[10,12,19,29,5,23,100,23,23,29,12,15]",2026-02-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
storage and shipping services,25,25,320,24,0.00,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.33,327000000,"[66,66,54,66,66,66,66,81,66,81,81,35]",2026-02-01,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
best movers in ottawa,5,5,170,41,4.10,https://www.firstratemovers.com/,0,0,0.00,0.59,2080000,"[82,66,66,17,23,100,28,28,35,28,35,35]",2026-01-17,"Local pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best movers in ottawa,40,40,170,41,4.10,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.59,2080000,"[82,66,66,17,23,100,28,28,35,28,35,35]",2026-01-17,"Local pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best movers in ottawa,94,94,170,41,4.10,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.59,2080000,"[82,66,66,17,23,100,28,28,35,28,35,35]",2026-01-17,"Local pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
furniture movement service,1,1,90,14,4.00,https://www.firstratemovers.com/professional-hoisting/,0,0,0.00,0.63,384000000,"[11,11,41,64,64,82,64,41,41,100,29,52]",2026-02-15,"Local pack, Video, Related searches, AI overview",informational,AI overview
furniture movement service,100,100,90,14,4.00,https://www.firstratemovers.com/professional-hoisting/,0,0,0.00,0.63,384000000,"[11,11,41,64,64,82,64,41,41,100,29,52]",2026-02-15,"Local pack, Video, Related searches, AI overview",informational,Organic
moving piano cost,9,9,140,5,1.82,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.18,56100000,"[21,28,34,43,43,15,6,43,53,100,34,65]",2026-01-17,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
moving companies long distance movers,35,35,260,27,8.61,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.16,203000000,"[10,16,16,13,30,24,24,16,20,24,6,20]",2026-02-02,"Local pack, People also ask, Related searches, AI overview",commercial,Organic
moving companies long distance movers,41,41,260,27,8.61,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.16,203000000,"[10,16,16,13,30,24,24,16,20,24,6,20]",2026-02-02,"Local pack, People also ask, Related searches, AI overview",commercial,Organic
moving companies long distance movers,53,53,260,27,8.61,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.16,203000000,"[10,16,16,13,30,24,24,16,20,24,6,20]",2026-02-02,"Local pack, People also ask, Related searches, AI overview",commercial,Organic
storage for furniture,31,31,70,22,2.70,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.98,336000000,"[35,64,50,50,50,50,64,35,64,64,50,35]",2026-02-26,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
moving services ottawa,44,44,720,55,6.95,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.86,133000000,"[24,27,5,4,7,66,20,10,13,44,16,16]",2026-02-05,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
moving services ottawa,52,52,720,55,6.95,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.86,133000000,"[24,27,5,4,7,66,20,10,13,44,16,16]",2026-02-05,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
r and b moving,74,74,70,9,1.44,https://www.firstratemovers.com/packing-electronics/,0,0,0.00,0.25,1040000000,"[8,1,1,1,1,8,8,5,5,3,6,5]",2026-02-23,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
how much movers charge,15,15,110,18,2.20,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.79,24300000,"[78,100,64,78,78,100,78,100,78,100,64,64]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
where do i sell,74,74,140,56,6.77,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.11,3540000000,"[64,82,64,82,64,82,82,82,82,100,64,64]",2026-03-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
low price moving companies,9,9,170,37,7.21,https://www.firstratemovers.com/,0,0,0.00,0.69,388000000,"[43,35,43,54,43,35,29,14,22,35,29,29]",2026-01-20,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
low price moving companies,17,17,170,37,7.21,https://www.firstratemovers.com/,0,0,0.00,0.69,388000000,"[43,35,43,54,43,35,29,14,22,35,29,29]",2026-01-20,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
low price moving companies,98,98,170,37,7.21,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.69,388000000,"[43,35,43,54,43,35,29,14,22,35,29,29]",2026-01-20,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
top town movers inc,23,23,70,18,0.00,https://www.firstratemovers.com/,0,0,0.00,0.05,21700000,"[36,63,63,81,100,81,18,81,63,36,36,45]",2026-01-26,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
moving company peterborough,2,2,70,32,4.86,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.81,8390000,"[23,33,23,33,23,33,52,33,42,52,33,23]",2026-02-15,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
moving company peterborough,2,2,70,32,4.86,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.81,8390000,"[23,33,23,33,23,33,52,33,42,52,33,23]",2026-02-15,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
moving service quote,37,37,590,30,9.28,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.42,315000000,"[1,1,62,100,81,55,62,62,30,13,6,10]",2026-01-26,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
bc moving,5,5,110,21,5.48,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.36,157,"[3,3,3,3,3,3,3,18,18,100,23,35]",2026-03-05,"Local pack, Top stories, Video, People also ask, Related searches",commercial,People also ask
bc moving,5,5,110,21,5.48,https://www.firstratemovers.com/,0,0,0.00,0.36,157,"[3,3,3,3,3,3,3,18,18,100,23,35]",2026-03-05,"Local pack, Top stories, Video, People also ask, Related searches",commercial,People also ask
moving piano,16,16,170,23,3.08,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.8,228000000,"[1,7,100,12,12,12,54,10,10,12,10,7]",2026-01-25,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
moving piano,31,31,170,23,3.08,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.8,228000000,"[1,7,100,12,12,12,54,10,10,12,10,7]",2026-01-25,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
movement furniture,35,35,90,18,4.04,https://www.firstratemovers.com/professional-hoisting/,0,0,0.00,0.55,571000000,"[66,66,66,80,66,80,80,0,0,0,0,0]",2026-02-15,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
give away used furniture,75,75,90,29,1.08,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.6,209000000,"[33,33,33,33,33,33,42,33,42,66,42,42]",2026-02-19,"Local pack, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
woodstock moving companies,3,3,140,11,3.97,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.71,10100000,"[42,65,42,80,42,53,42,42,42,53,65,53]",2026-02-20,"Local pack, Image, People also ask, Related searches",commercial,People also ask
movers in red deer,5,5,320,22,4.09,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.9,3190000,"[29,29,23,19,67,54,44,36,36,44,29,29]",2026-03-04,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
long distance movers cheap,56,56,390,25,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,23500000,"[66,66,54,66,66,66,54,81,81,100,81,100]",2026-01-27,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
moving quotation,1,1,110,31,9.28,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.42,149,"[0,0,0,0,0,0,2,100,3,5,4,4]",2026-03-05,"Image pack, Video, People also ask, Related searches, AI overview",informational,AI overview
moving quotation,11,11,110,31,9.28,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.42,149,"[0,0,0,0,0,0,2,100,3,5,4,4]",2026-03-05,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
regina moving company,8,8,110,24,2.90,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.58,24300000,"[12,9,53,12,6,43,81,65,100,53,9,12]",2026-02-20,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
movers for house,31,31,110,41,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.04,84400000,"[35,53,0,0,82,66,82,0,0,2,0,28]",2026-01-21,"Local pack, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
long distance moving options,41,41,390,23,0.00,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.11,229000000,"[35,54,44,54,54,54,54,81,81,100,81,81]",2026-02-17,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
long distance moving ottawa,13,13,50,23,7.61,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.53,5320000,"[18,36,18,9,36,0,9,100,81,81,100,81]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
moving companies ottawa to toronto,4,4,90,5,8.15,https://www.firstratemovers.com/moving-from-ottawa-to-toronto/,0,0,0.00,0.88,8400000,"[50,50,50,100,78,50,78,78,78,64,50,50]",2026-03-03,"People also ask, Related searches, AI overview",informational,AI overview
